number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0000751,Active,TRUE,0,0,0,TRUE,Caller 3747,Opened by  386,01-03-2016 14:10,Created by 167,01-03-2016 14:15,Updated by 723,01-03-2016 14:15,Phone,Location 204,Category 42,Subcategory 31,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 115,01-03-2016 16:04,06-03-2016 17:00
INC0000751,Resolved,TRUE,1,0,1,TRUE,Caller 3747,Opened by  386,01-03-2016 14:10,Created by 167,01-03-2016 14:15,Updated by 468,01-03-2016 16:04,Phone,Location 204,Category 42,Subcategory 31,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 115,01-03-2016 16:04,06-03-2016 17:00
INC0000751,Closed,FALSE,1,0,2,TRUE,Caller 3747,Opened by  386,01-03-2016 14:10,Created by 167,01-03-2016 14:15,Updated by 908,06-03-2016 17:00,Phone,Location 204,Category 42,Subcategory 31,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 115,01-03-2016 16:04,06-03-2016 17:00
INC0000752,New,TRUE,0,0,0,TRUE,Caller 494,Opened by  301,01-03-2016 14:14,Created by 129,01-03-2016 14:21,Updated by 573,01-03-2016 14:21,Phone,Location 51,Category 53,Subcategory 303,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 183,03-03-2016 11:48,08-03-2016 12:00
INC0000752,Resolved,TRUE,0,0,1,TRUE,Caller 494,Opened by  301,01-03-2016 14:14,Created by 129,01-03-2016 14:21,Updated by 789,03-03-2016 11:48,Phone,Location 51,Category 53,Subcategory 303,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,TRUE,TRUE,Do Not Notify,?,?,?,?,code 6,Resolved by 183,03-03-2016 11:48,08-03-2016 12:00
INC0000752,Closed,FALSE,0,0,2,TRUE,Caller 494,Opened by  301,01-03-2016 14:14,Created by 129,01-03-2016 14:21,Updated by 908,08-03-2016 12:00,Phone,Location 51,Category 53,Subcategory 303,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,TRUE,TRUE,Do Not Notify,?,?,?,?,code 6,Resolved by 183,03-03-2016 11:48,08-03-2016 12:00
INC0000753,Resolved,TRUE,0,0,0,TRUE,Caller 4022,Opened by  221,01-03-2016 14:20,?,?,Updated by 908,01-03-2016 14:20,Phone,Location 39,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 103,?,06-03-2016 15:00
INC0000753,Closed,FALSE,0,0,1,TRUE,Caller 4022,Opened by  221,01-03-2016 14:20,?,?,Updated by 908,06-03-2016 15:00,Phone,Location 39,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 103,?,06-03-2016 15:00
INC0000754,New,TRUE,0,0,0,TRUE,Caller 494,Opened by  301,01-03-2016 14:21,?,?,Updated by 908,01-03-2016 14:21,Phone,Location 51,Category 34,Subcategory 112,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 180,17-03-2016 08:18,24-03-2016 18:59
INC0000754,New,TRUE,1,0,1,TRUE,Caller 494,Opened by  301,01-03-2016 14:21,?,?,Updated by 789,03-03-2016 10:15,Phone,Location 51,Category 34,Subcategory 112,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 9,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 180,17-03-2016 08:18,24-03-2016 18:59
INC0000754,New,TRUE,2,0,4,TRUE,Caller 494,Opened by  301,01-03-2016 14:21,?,?,Updated by 370,11-03-2016 14:23,Phone,Location 51,Category 34,Subcategory 112,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 180,17-03-2016 08:18,24-03-2016 18:59
INC0000754,New,TRUE,3,0,5,TRUE,Caller 494,Opened by  301,01-03-2016 14:21,?,?,Updated by 789,11-03-2016 17:39,Phone,Location 51,Category 34,Subcategory 112,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 180,17-03-2016 08:18,24-03-2016 18:59
INC0000754,Active,TRUE,3,0,6,TRUE,Caller 494,Opened by  301,01-03-2016 14:21,?,?,Updated by 698,14-03-2016 08:46,Phone,Location 51,Category 34,Subcategory 112,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 196,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 180,17-03-2016 08:18,24-03-2016 18:59
INC0000754,Active,TRUE,3,0,7,TRUE,Caller 494,Opened by  301,01-03-2016 14:21,?,?,Updated by 755,15-03-2016 17:05,Phone,Location 51,Category 34,Subcategory 112,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 180,17-03-2016 08:18,24-03-2016 18:59
INC0000754,Active,TRUE,3,0,8,TRUE,Caller 494,Opened by  301,01-03-2016 14:21,?,?,Updated by 533,17-03-2016 08:18,Phone,Location 51,Category 34,Subcategory 112,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 180,17-03-2016 08:18,24-03-2016 18:59
INC0000754,Resolved,TRUE,3,0,9,TRUE,Caller 494,Opened by  301,01-03-2016 14:21,?,?,Updated by 533,17-03-2016 08:18,Phone,Location 51,Category 34,Subcategory 112,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 180,17-03-2016 08:18,24-03-2016 18:59
INC0000754,Closed,FALSE,3,0,10,FALSE,Caller 494,Opened by  301,01-03-2016 14:21,?,?,Updated by 908,24-03-2016 18:59,Phone,Location 51,Category 34,Subcategory 112,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 180,17-03-2016 08:18,24-03-2016 18:59
INC0000757,New,TRUE,0,0,0,TRUE,Caller 4350,Opened by  221,01-03-2016 14:25,Created by 98,01-03-2016 14:35,Updated by 429,01-03-2016 14:35,Phone,Location 93,Category 42,Subcategory 31,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 166,01-03-2016 14:59,06-03-2016 15:00
INC0000757,New,TRUE,0,0,1,TRUE,Caller 4350,Opened by  221,01-03-2016 14:25,Created by 98,01-03-2016 14:35,Updated by 723,01-03-2016 14:39,Phone,Location 93,Category 42,Subcategory 31,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 166,01-03-2016 14:59,06-03-2016 15:00
INC0000757,New,TRUE,0,0,2,TRUE,Caller 4350,Opened by  221,01-03-2016 14:25,Created by 98,01-03-2016 14:35,Updated by 723,01-03-2016 14:44,Phone,Location 93,Category 42,Subcategory 31,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 166,01-03-2016 14:59,06-03-2016 15:00
INC0000757,Resolved,TRUE,0,0,3,TRUE,Caller 4350,Opened by  221,01-03-2016 14:25,Created by 98,01-03-2016 14:35,Updated by 699,01-03-2016 14:59,Phone,Location 93,Category 42,Subcategory 31,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 166,01-03-2016 14:59,06-03-2016 15:00
INC0000757,Closed,FALSE,0,0,4,TRUE,Caller 4350,Opened by  221,01-03-2016 14:25,Created by 98,01-03-2016 14:35,Updated by 908,06-03-2016 15:00,Phone,Location 93,Category 42,Subcategory 31,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 166,01-03-2016 14:59,06-03-2016 15:00
INC0000759,New,TRUE,0,0,0,TRUE,Caller 5620,Opened by  55,01-03-2016 14:30,Created by 30,01-03-2016 14:35,Updated by 129,01-03-2016 14:35,Phone,Location 108,Category 20,Subcategory 103,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,01-03-2016 15:52,06-03-2016 16:00
INC0000759,Active,TRUE,0,0,1,TRUE,Caller 5620,Opened by  55,01-03-2016 14:30,Created by 30,01-03-2016 14:35,Updated by 881,01-03-2016 15:38,Phone,Location 108,Category 20,Subcategory 103,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,01-03-2016 15:52,06-03-2016 16:00
INC0000759,Active,TRUE,0,0,2,TRUE,Caller 5620,Opened by  55,01-03-2016 14:30,Created by 30,01-03-2016 14:35,Updated by 881,01-03-2016 15:51,Phone,Location 108,Category 20,Subcategory 103,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,01-03-2016 15:52,06-03-2016 16:00
INC0000759,Active,TRUE,0,0,3,TRUE,Caller 5620,Opened by  55,01-03-2016 14:30,Created by 30,01-03-2016 14:35,Updated by 881,01-03-2016 15:52,Phone,Location 108,Category 20,Subcategory 103,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,01-03-2016 15:52,06-03-2016 16:00
INC0000759,Resolved,TRUE,0,0,4,TRUE,Caller 5620,Opened by  55,01-03-2016 14:30,Created by 30,01-03-2016 14:35,Updated by 881,01-03-2016 15:52,Phone,Location 108,Category 20,Subcategory 103,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,01-03-2016 15:52,06-03-2016 16:00
INC0000759,Closed,FALSE,0,0,5,TRUE,Caller 5620,Opened by  55,01-03-2016 14:30,Created by 30,01-03-2016 14:35,Updated by 908,06-03-2016 16:00,Phone,Location 108,Category 20,Subcategory 103,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,01-03-2016 15:52,06-03-2016 16:00
INC0000760,New,TRUE,0,0,0,TRUE,Caller 509,Opened by  386,01-03-2016 14:31,Created by 167,01-03-2016 14:34,Updated by 723,01-03-2016 14:34,Phone,Location 204,Category 37,Subcategory 135,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 76,01-03-2016 15:58,06-03-2016 16:00
INC0000760,Active,TRUE,0,0,1,TRUE,Caller 509,Opened by  386,01-03-2016 14:31,Created by 167,01-03-2016 14:34,Updated by 308,01-03-2016 15:53,Phone,Location 204,Category 37,Subcategory 135,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 76,01-03-2016 15:58,06-03-2016 16:00
INC0000760,Resolved,TRUE,0,0,2,TRUE,Caller 509,Opened by  386,01-03-2016 14:31,Created by 167,01-03-2016 14:34,Updated by 308,01-03-2016 15:58,Phone,Location 204,Category 37,Subcategory 135,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 76,01-03-2016 15:58,06-03-2016 16:00
INC0000760,Closed,FALSE,0,0,3,TRUE,Caller 509,Opened by  386,01-03-2016 14:31,Created by 167,01-03-2016 14:34,Updated by 908,06-03-2016 16:00,Phone,Location 204,Category 37,Subcategory 135,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 76,01-03-2016 15:58,06-03-2016 16:00
INC0000761,New,TRUE,0,0,0,TRUE,Caller 1718,?,01-03-2016 14:34,Created by 89,01-03-2016 14:38,Updated by 370,01-03-2016 14:38,Phone,Location 108,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,02-03-2016 15:20,07-03-2016 16:00
INC0000761,Active,TRUE,0,0,1,TRUE,Caller 1718,?,01-03-2016 14:34,Created by 89,01-03-2016 14:38,Updated by 881,01-03-2016 16:39,Phone,Location 108,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,02-03-2016 15:20,07-03-2016 16:00
INC0000761,Awaiting User Info,TRUE,0,0,2,TRUE,Caller 1718,?,01-03-2016 14:34,Created by 89,01-03-2016 14:38,Updated by 881,01-03-2016 16:55,Phone,Location 108,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,02-03-2016 15:20,07-03-2016 16:00
INC0000761,Active,TRUE,0,0,3,TRUE,Caller 1718,?,01-03-2016 14:34,Created by 89,01-03-2016 14:38,Updated by 881,02-03-2016 10:26,Phone,Location 108,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,02-03-2016 15:20,07-03-2016 16:00
INC0000761,Active,TRUE,0,0,4,TRUE,Caller 1718,?,01-03-2016 14:34,Created by 89,01-03-2016 14:38,Updated by 881,02-03-2016 10:31,Phone,Location 108,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,02-03-2016 15:20,07-03-2016 16:00
INC0000761,Awaiting User Info,TRUE,0,0,5,TRUE,Caller 1718,?,01-03-2016 14:34,Created by 89,01-03-2016 14:38,Updated by 881,02-03-2016 10:31,Phone,Location 108,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,02-03-2016 15:20,07-03-2016 16:00
INC0000761,Active,TRUE,0,0,6,TRUE,Caller 1718,?,01-03-2016 14:34,Created by 89,01-03-2016 14:38,Updated by 881,02-03-2016 15:01,Phone,Location 108,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,02-03-2016 15:20,07-03-2016 16:00
INC0000761,Active,TRUE,0,0,7,TRUE,Caller 1718,?,01-03-2016 14:34,Created by 89,01-03-2016 14:38,Updated by 881,02-03-2016 15:19,Phone,Location 108,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,02-03-2016 15:20,07-03-2016 16:00
INC0000761,Resolved,TRUE,0,0,8,TRUE,Caller 1718,?,01-03-2016 14:34,Created by 89,01-03-2016 14:38,Updated by 881,02-03-2016 15:20,Phone,Location 108,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,02-03-2016 15:20,07-03-2016 16:00
INC0000761,Closed,FALSE,0,0,9,TRUE,Caller 1718,?,01-03-2016 14:34,Created by 89,01-03-2016 14:38,Updated by 908,07-03-2016 16:00,Phone,Location 108,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,02-03-2016 15:20,07-03-2016 16:00
INC0000763,New,TRUE,0,0,0,TRUE,Caller 5362,Opened by  55,01-03-2016 14:36,Created by 30,01-03-2016 14:46,Updated by 129,01-03-2016 14:46,Phone,Location 108,Category 20,Subcategory 125,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,01-03-2016 15:36,06-03-2016 16:00
INC0000763,Active,TRUE,0,0,1,TRUE,Caller 5362,Opened by  55,01-03-2016 14:36,Created by 30,01-03-2016 14:46,Updated by 881,01-03-2016 15:03,Phone,Location 108,Category 20,Subcategory 125,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,01-03-2016 15:36,06-03-2016 16:00
INC0000763,Resolved,TRUE,0,0,2,TRUE,Caller 5362,Opened by  55,01-03-2016 14:36,Created by 30,01-03-2016 14:46,Updated by 881,01-03-2016 15:36,Phone,Location 108,Category 20,Subcategory 125,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,01-03-2016 15:36,06-03-2016 16:00
INC0000763,Closed,FALSE,0,0,3,TRUE,Caller 5362,Opened by  55,01-03-2016 14:36,Created by 30,01-03-2016 14:46,Updated by 908,06-03-2016 16:00,Phone,Location 108,Category 20,Subcategory 125,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,01-03-2016 15:36,06-03-2016 16:00
INC0000764,New,TRUE,0,0,0,TRUE,Caller 4265,Opened by  221,01-03-2016 14:38,Created by 98,01-03-2016 14:49,Updated by 429,01-03-2016 14:49,Phone,Location 143,Category 53,Subcategory 153,Symptom 387,?,1 - High,2 - Medium,2 - High,Group 65,Resolver 13,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17-03-2016 10:33,24-03-2016 18:59
INC0000764,New,TRUE,1,0,1,TRUE,Caller 4265,Opened by  221,01-03-2016 14:38,Created by 98,01-03-2016 14:49,Updated by 199,02-03-2016 16:54,Phone,Location 143,Category 53,Subcategory 153,Symptom 387,?,1 - High,2 - Medium,2 - High,Group 56,Resolver 13,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17-03-2016 10:33,24-03-2016 18:59
INC0000764,Active,TRUE,2,0,2,TRUE,Caller 4265,Opened by  221,01-03-2016 14:38,Created by 98,01-03-2016 14:49,Updated by 643,04-03-2016 16:03,Phone,Location 143,Category 53,Subcategory 153,Symptom 387,?,1 - High,2 - Medium,2 - High,Group 51,Resolver 197,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17-03-2016 10:33,24-03-2016 18:59
INC0000764,Active,TRUE,2,0,3,TRUE,Caller 4265,Opened by  221,01-03-2016 14:38,Created by 98,01-03-2016 14:49,Updated by 770,07-03-2016 09:07,Phone,Location 143,Category 53,Subcategory 153,Symptom 387,?,1 - High,2 - Medium,2 - High,Group 51,Resolver 197,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17-03-2016 10:33,24-03-2016 18:59
INC0000764,Active,TRUE,3,0,4,TRUE,Caller 4265,Opened by  221,01-03-2016 14:38,Created by 98,01-03-2016 14:49,Updated by 770,07-03-2016 09:07,Phone,Location 143,Category 53,Subcategory 153,Symptom 387,?,1 - High,2 - Medium,2 - High,Group 64,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17-03-2016 10:33,24-03-2016 18:59
INC0000764,Active,TRUE,4,0,6,TRUE,Caller 4265,Opened by  221,01-03-2016 14:38,Created by 98,01-03-2016 14:49,Updated by 340,12-03-2016 06:30,Phone,Location 143,Category 53,Subcategory 153,Symptom 387,?,1 - High,2 - Medium,2 - High,?,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17-03-2016 10:33,24-03-2016 18:59
INC0000764,Active,TRUE,5,0,7,TRUE,Caller 4265,Opened by  221,01-03-2016 14:38,Created by 98,01-03-2016 14:49,Updated by 750,12-03-2016 13:22,Phone,Location 143,Category 53,Subcategory 153,Symptom 387,?,1 - High,2 - Medium,2 - High,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17-03-2016 10:33,24-03-2016 18:59
INC0000764,Active,TRUE,5,0,8,TRUE,Caller 4265,Opened by  221,01-03-2016 14:38,Created by 98,01-03-2016 14:49,Updated by 750,12-03-2016 13:22,Phone,Location 143,Category 53,Subcategory 153,Symptom 387,?,2 - Medium,3 - Low,4 - Low,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17-03-2016 10:33,24-03-2016 18:59
INC0000764,Active,TRUE,6,0,9,TRUE,Caller 4265,Opened by  221,01-03-2016 14:38,Created by 98,01-03-2016 14:49,Updated by 750,12-03-2016 13:23,Phone,Location 143,Category 53,Subcategory 153,Symptom 387,?,2 - Medium,3 - Low,4 - Low,?,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17-03-2016 10:33,24-03-2016 18:59
INC0000764,Active,TRUE,6,0,10,TRUE,Caller 4265,Opened by  221,01-03-2016 14:38,Created by 98,01-03-2016 14:49,Updated by 340,15-03-2016 08:21,Phone,Location 143,Category 53,Subcategory 153,Symptom 387,?,2 - Medium,3 - Low,4 - Low,?,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17-03-2016 10:33,24-03-2016 18:59
INC0000764,Awaiting User Info,TRUE,6,0,11,TRUE,Caller 4265,Opened by  221,01-03-2016 14:38,Created by 98,01-03-2016 14:49,Updated by 340,15-03-2016 08:25,Phone,Location 143,Category 53,Subcategory 153,Symptom 387,?,2 - Medium,3 - Low,4 - Low,?,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17-03-2016 10:33,24-03-2016 18:59
INC0000764,Awaiting User Info,TRUE,6,0,13,TRUE,Caller 4265,Opened by  221,01-03-2016 14:38,Created by 98,01-03-2016 14:49,Updated by 44,17-03-2016 10:30,Phone,Location 143,Category 53,Subcategory 153,Symptom 387,?,2 - Medium,3 - Low,4 - Low,?,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17-03-2016 10:33,24-03-2016 18:59
INC0000764,Resolved,TRUE,6,0,14,TRUE,Caller 4265,Opened by  221,01-03-2016 14:38,Created by 98,01-03-2016 14:49,Updated by 44,17-03-2016 10:33,Phone,Location 143,Category 53,Subcategory 153,Symptom 387,?,2 - Medium,3 - Low,4 - Low,?,Resolver 13,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17-03-2016 10:33,24-03-2016 18:59
INC0000764,Closed,FALSE,6,0,15,FALSE,Caller 4265,Opened by  221,01-03-2016 14:38,Created by 98,01-03-2016 14:49,Updated by 908,24-03-2016 18:59,Phone,Location 143,Category 53,Subcategory 153,Symptom 387,?,2 - Medium,3 - Low,4 - Low,?,Resolver 13,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 11,17-03-2016 10:33,24-03-2016 18:59
INC0000765,New,TRUE,0,0,0,TRUE,Caller 3729,?,01-03-2016 14:39,Created by 89,01-03-2016 14:44,Updated by 370,01-03-2016 14:44,Phone,Location 112,Category 9,Subcategory 164,Symptom 134,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 57,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,17-03-2016 08:41,24-03-2016 18:59
INC0000765,New,TRUE,1,0,1,TRUE,Caller 3729,?,01-03-2016 14:39,Created by 89,01-03-2016 14:44,Updated by 336,01-03-2016 16:04,Phone,Location 112,Category 9,Subcategory 164,Symptom 134,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,17-03-2016 08:41,24-03-2016 18:59
INC0000765,New,TRUE,1,0,2,TRUE,Caller 3729,?,01-03-2016 14:39,Created by 89,01-03-2016 14:44,Updated by 868,02-03-2016 19:38,Phone,Location 112,Category 9,Subcategory 164,Symptom 134,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,17-03-2016 08:41,24-03-2016 18:59
INC0000765,New,TRUE,2,0,3,TRUE,Caller 3729,?,01-03-2016 14:39,Created by 89,01-03-2016 14:44,Updated by 868,02-03-2016 19:42,Phone,Location 112,Category 9,Subcategory 164,Symptom 134,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 57,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,17-03-2016 08:41,24-03-2016 18:59
INC0000765,Active,TRUE,2,0,4,TRUE,Caller 3729,?,01-03-2016 14:39,Created by 89,01-03-2016 14:44,Updated by 859,03-03-2016 16:37,Phone,Location 112,Category 9,Subcategory 164,Symptom 134,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 93,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,17-03-2016 08:41,24-03-2016 18:59
INC0000765,Active,TRUE,3,0,6,TRUE,Caller 3729,?,01-03-2016 14:39,Created by 89,01-03-2016 14:44,Updated by 336,08-03-2016 08:03,Phone,Location 112,Category 9,Subcategory 164,Symptom 134,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,17-03-2016 08:41,24-03-2016 18:59
INC0000765,Active,TRUE,4,0,7,TRUE,Caller 3729,?,01-03-2016 14:39,Created by 89,01-03-2016 14:44,Updated by 213,08-03-2016 12:28,Phone,Location 112,Category 9,Subcategory 164,Symptom 134,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,17-03-2016 08:41,24-03-2016 18:59
INC0000765,Active,TRUE,5,0,8,TRUE,Caller 3729,?,01-03-2016 14:39,Created by 89,01-03-2016 14:44,Updated by 336,09-03-2016 16:43,Phone,Location 112,Category 9,Subcategory 164,Symptom 134,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,17-03-2016 08:41,24-03-2016 18:59
